Q,Bz,Ex,Ey,particle,x,vx,y,vy
8.744168624110574e-11,-1.073099564296516e-05,-29040.9403496918,2319.769324842789,0,0.9949094090039168,47.83173973906902,0.46398636146366967,1.3755538962982976
1.3960660481054384e-10,-9.518978596698448e-06,-26775.12993443017,2057.9486156944786,0,0.9946542384060775,51.804175489597974,0.5214680882925807,0.8071507290757066
8.853560559499146e-11,-9.797274338190897e-06,-26270.773225904773,2140.521943690134,1,0.9956911522207124,46.09660242580284,0.474945743518617,0.4691379070863727
7.700068517336466e-11,-8.666608163092624e-06,-24730.959159735034,2191.449059706116,0,0.987994274066498,60.243391479668865,0.5958329108698657,1.4845070490541654
1.214862639965556e-10,-9.66722624967357e-06,-28034.410121116296,2240.6191331152254,0,0.99918247049875,50.46329302560366,0.48411487094633,0.4741630960953604
1.045809625688493e-10,-8.562281427662338e-06,-21284.733726692437,2218.5063177965094,0,0.9971158635582272,52.47942851799933,0.5594331263069127,0.9020823376418
1.571228620131069e-10,-1.1275831848439338e-05,-26233.09401661305,2229.4991540718484,0,0.9944233294890013,66.29330872737573,0.6005772388048177,1.7923924788975196
3.984192803889927e-11,-1.0744778708084847e-05,-23547.170253427535,2231.9387905490835,1,0.9962222800688528,47.43907302188678,0.5283668359831374,2.0328997320479854
1.3159638490440723e-10,-7.889924900556952e-06,-27176.66917352805,2236.8334220064576,0,0.9890020614624708,56.83856583817507,0.5212677186347382,0.12459677762754251
6.471314772488703e-11,-9.20517426241929e-06,-26431.294591668873,2332.5923791324644,1,0.9957046192830842,47.414284969382756,0.5193811774292627,1.4269110956158584
-1.669291923737637e-12,-1.025511853420444e-05,-26767.279306528002,2297.2926665414307,1,0.9931065615270005,47.29079285279356,0.6183827524508809,2.3694692987485957
4.493044730528724e-11,-9.895065044267023e-06,-25850.323556473882,2075.31544803328,1,0.9989790915544864,48.027740654578814,0.4849451685477796,1.9960938340421308
5.801114003192185e-11,-1.0855659103605278e-05,-27349.18371771344,2152.7467299576588,0,0.9907644067153228,47.63259011436209,0.5530793961739725,1.1661905490550277
2.29403941309958e-13,-9.786705656466385e-06,-25214.628137689622,2179.5033020589635,1,0.9923211323898167,49.12480808775591,0.5376434864019757,2.270904400662336
1.2905961525434941e-10,-9.039006034725824e-06,-26554.550238283966,2285.655455105898,0,0.995855889833656,53.54034774118379,0.4590634483064516,0.9250756776725825
1.0614652076146774e-10,-1.0063006565951808e-05,-23292.905121645752,2331.45647576248,0,0.9981860450394495,62.38627078254029,0.44788038669539204,1.5085733590208075
1.0460705790851934e-10,-1.0602685226525575e-05,-22018.691204037703,2297.5685704965017,0,0.9952469849278118,48.312698771201696,0.5214786399440693,1.0028473027611586
6.361707746839147e-11,-7.785013605969991e-06,-24677.984086198147,2113.5597178155735,0,0.990295200791866,49.02425395781641,0.501698280073401,1.3081700469619806
6.250803622931289e-11,-1.0270874280136334e-05,-26982.77255945176,2243.523250902626,0,0.9996117146244141,49.980388298154786,0.536485835825973,1.3212701893547907
1.0940553034031325e-10,-1.0685639515760733e-05,-25121.00234810272,2101.4107332220397,0,0.9980076701571534,59.40476176649602,0.5578957288788476,2.589364948469297
7.970268450870342e-11,-9.690535208757117e-06,-25399.457106983977,2243.1228362940806,0,0.99569089353002,50.28715453899957,0.49625935760860157,-0.39290946823685163
6.604063381006779e-11,-9.308229599979752e-06,-23861.945677798998,2217.8348134767393,1,0.9958115615982448,50.80593233515039,0.6375770232630716,1.0040498981893564
5.010903825264018e-11,-9.725090877278041e-06,-24883.199526782853,2233.8213748050166,1,0.9922756330347158,45.10331448426052,0.535965369958651,2.155486080612652
8.608877889466616e-11,-9.425946501629977e-06,-23125.51348637988,2197.07356754455,0,0.9916461898243065,52.74690797892576,0.5900276431207906,1.7840229786784325
1.1893609877504248e-10,-9.190880088074632e-06,-26889.77663011463,2109.0768889205474,0,0.9974743463163088,49.873266323025625,0.6391365412838506,0.49503669491352653
-7.68299386899497e-12,-1.0857228334245733e-05,-21057.731311204392,2137.313773193832,1,0.9932543703035298,46.41376667528555,0.6375946808682545,-0.14313578666762025
-1.0478774769456357e-11,-8.164303544943736e-06,-26254.30863417566,2271.6572806503186,1,0.9941232773893508,46.02424374220841,0.5943288114927405,2.2516778975458496
9.198690899913652e-11,-1.2130628327965626e-05,-24331.61987915288,2228.827264055154,0,0.9931048414345073,53.39232983742975,0.532254959671856,1.038509655214685
5.5788643822273875e-11,-9.923166115089645e-06,-24675.818640590936,2239.036498007443,0,0.9957539201817305,56.57677438553329,0.4991519367231479,1.9277639078213116
1.4497745368764984e-10,-1.0874682946669264e-05,-26795.43000325375,2215.581629402866,0,0.9969720743131163,50.35159481677815,0.4853861313276704,1.1782063458010266
8.697154441746786e-11,-1.0485163549918727e-05,-26696.679619840143,2272.8701557148515,0,0.9953990488182659,57.2066558824617,0.5003695809085994,0.657570456270856
1.0799641722808446e-10,-9.524763063053164e-06,-25537.933151982616,2380.570833827477,1,0.9940241255159379,44.77537768131941,0.5474278284084093,0.8432168560445436
5.6079097977858816e-11,-1.1486490446172242e-05,-22609.21186539512,2329.145420789164,1,0.9963469144537191,45.288348524846135,0.5692880156404065,2.7734409182377875
1.199819518555729e-10,-1.228638015079503e-05,-26268.600042832037,2315.539965902984,0,0.9888367573215018,61.802025804914415,0.5645535189194687,1.0605994556363938
9.291063749646627e-11,-9.72229399397999e-06,-28363.10880711032,2308.0261834007174,1,0.992002471499393,50.611935777118155,0.6460725403322827,1.8426018760809462
2.9029599025458147e-11,-8.650485107979567e-06,-26408.526403810014,2143.7425264379362,1,0.9964327709860381,50.32481137259147,0.4897527900766532,1.9821157535768275
7.365235596572779e-11,-1.1794155922598576e-05,-25263.60846193021,2248.3552628836537,0,0.9941308100363295,57.79814731062155,0.5002144760921552,1.5316421948043573
9.777913005599908e-11,-9.507091972508869e-06,-24448.579672494525,2148.490693543946,1,0.9944100609760523,45.614955007091616,0.5261542645277096,1.3401111864868656
1.2059358908004437e-10,-9.835190821134693e-06,-23350.188867676472,2224.917022953747,1,0.9963755406670218,50.83524497081535,0.5489933102577351,1.0626251249128909
9.163162098421413e-11,-7.667063742178798e-06,-22837.797311824495,2390.9862092080502,0,0.9968919383629598,56.004922023918056,0.5194061894355236,0.9390437699967508
1.2647842844683158e-10,-9.024021299728795e-06,-26193.55607880092,2126.750830965851,1,0.9909273134364353,49.055511464201246,0.39904439473552933,1.7320487068364732
7.668820730303182e-11,-8.332387346544683e-06,-24799.418374031917,2190.580320323619,1,0.992273332177469,49.122212644273056,0.4355430525345121,1.5328071957194334
1.189896515409901e-10,-1.0102770207327422e-05,-27390.692289180497,2165.898979479438,0,0.9917374580902046,59.03168423252762,0.6203241967368384,1.5954408715455242
7.322433549243668e-11,-1.1718855376917621e-05,-24547.448203647622,2202.1830406978056,0,0.9970423437347733,38.94654502497718,0.4855894499280524,0.4539032659653756
9.134054906480251e-11,-1.034816157430725e-05,-26176.78164454084,2077.210345932631,0,0.9962844760909367,54.740719753966076,0.6235228149745374,1.9934027792881952
3.11817118575707e-11,-9.226244580854013e-06,-24723.68897161452,2138.774517513328,1,0.9969030718960585,46.58418475935658,0.6868900791228961,2.6389578353996157
1.4296486289400305e-10,-9.317048519613485e-06,-30054.196431970537,2247.407418148298,0,0.995884488214405,48.34320877212336,0.6319868658083202,1.3031883300467373
2.4535971823360053e-11,-9.707393250199123e-06,-22722.790695201336,2216.611184278263,1,0.9979223070460886,47.51998030391386,0.559925050955649,2.6910754925899942
2.958710320420649e-11,-1.2373288520425643e-05,-24909.83073800199,2266.6221714061894,1,0.9999069649089376,45.86724111508338,0.5714937724727456,1.9928300482922325
7.683990190679517e-11,-1.0454743457829107e-05,-21708.24037298619,2232.401324956507,0,0.9958146048449155,50.806590048429655,0.44272514346750885,1.520560237587769
-5.724698102816583e-12,-8.800753392088885e-06,-21400.853151977826,2119.4283906326195,1,0.9980891910026358,44.55758229001837,0.5430773961535446,1.862624953930321
1.5993897932174356e-10,-8.433136068238073e-06,-28887.411081939845,2153.9655224880166,0,0.992015071546127,51.66700225929738,0.48678708850101593,0.9128118969834449
1.0537317595937961e-10,-1.05370744508961e-05,-22118.648028915548,2232.220847057411,0,0.998170294779898,49.41405317027863,0.5535973481474409,0.3633673247690068
7.520773203439289e-11,-1.0905429073938793e-05,-23712.867272273197,2251.9629531661167,1,0.9934189070967867,44.34890314725665,0.5786941848227497,2.230169985116339
6.557002178547873e-11,-1.0085769966345984e-05,-25914.07050189458,2284.3890055558663,1,0.997749312592583,47.96853311560363,0.5000387670993831,2.5759452425085128
1.4259076152416136e-10,-1.0343980016482209e-05,-21576.090269172604,2063.133994636382,0,0.9920396696537477,57.013327964341904,0.5157753164980236,1.8413518417480352
3.1061509105453313e-11,-1.1414730408867633e-05,-27980.46450033821,2290.5504341008536,0,0.9913753718773856,55.07631344756814,0.5323542466693867,1.6697924808621736
1.333579785372647e-10,-7.79089424025409e-06,-25286.17091831729,2251.742901198419,0,0.9986549537866236,48.47777262674374,0.5233777455519579,1.2795470111641756
8.767288751132703e-11,-8.80390629541367e-06,-24505.359157975145,2048.4875880220557,0,0.999762248178115,60.960895594855295,0.42463772907249275,1.7694457194342619
5.6183699868530114e-11,-9.541373760779861e-06,-26220.452574688545,2183.626608905099,1,0.9975943619542185,47.056108382555905,0.5146577533861834,1.0370723146632834
7.045498931751777e-11,-1.2493930783369969e-05,-23532.622428437902,2245.0160880719172,1,0.998669355598917,42.316319316633965,0.6684922183407288,1.660915219964244
1.360211676899724e-10,-8.664559109522327e-06,-28741.020401430138,2087.608567501239,0,0.9891569574615695,63.407065879112814,0.5437404694500785,1.3583565409311216
8.356013511009715e-11,-1.031470283144322e-05,-24760.509346677103,2020.1458296299522,1,0.9996695221901625,52.613997288427136,0.612775650335222,2.350767171663028
1.4094826369145772e-10,-9.39841655273254e-06,-23596.130231303345,2303.158915018273,0,0.9970978404005475,51.39645351227048,0.5586491354388652,1.4895246656183365
8.392919996148795e-11,-9.542159574041387e-06,-24212.222282560688,2184.621878360046,1,0.9927376953923175,49.63677338598163,0.5254791905852306,2.7809890106507553
1.7577140248226085e-10,-8.656939753478751e-06,-28371.72324850539,2147.6969621755134,1,0.9899210878147106,52.65478760559933,0.5769410991167738,1.8047535684331648
-3.3122039637903476e-11,-1.0838787569454999e-05,-25084.16648346319,2330.8860239120872,1,0.998858125347722,50.447478416648266,0.5012499746806771,2.784542448625899
7.497172631858662e-11,-9.405884453165363e-06,-21628.348861464634,2027.3082472365372,1,0.9927410595179222,51.705016060662004,0.48691045136320327,1.5010198209936012
1.412873470709315e-11,-8.134624218248118e-06,-25301.41884844991,2363.1598535412318,1,0.9947881008736664,52.35724569833062,0.5244632709018436,3.3374066503061433
1.0659434674716153e-10,-9.862751105066567e-06,-25169.54842112606,2288.236187119737,1,0.9919401639739224,48.15222777201296,0.5450841250794958,2.3942589218234187
1.3295998497117812e-10,-9.143510206995078e-06,-22854.321459649032,2101.6180888860295,1,0.997427983203406,51.95996444087244,0.483129335114217,0.10280252838713524
1.2142808476819508e-10,-7.665376764575685e-06,-30935.158296927602,2106.03416786073,1,0.9937711858980051,45.58559381171275,0.5246285465199658,2.082459742896111
1.5042227336809578e-10,-1.0711527971573965e-05,-26452.22987663618,2018.972581483588,0,0.9922389337445523,52.77812275835154,0.5835943515086287,1.5770200829044307
6.58081679916736e-11,-8.153972964626603e-06,-24416.90464413596,2264.166553556619,1,0.9968083360063592,46.148429254807475,0.49080493480414944,2.23200776503919
4.680492283878786e-11,-8.67181647702157e-06,-21268.503474313748,2247.1794488681576,0,0.9996089950670912,53.74221104467029,0.49570169759283705,2.1077989162674053
1.84521890293277e-10,-1.0793045121668339e-05,-21180.458800424516,2194.563737301693,1,0.9999564928925444,47.61675362682787,0.5990899946842558,2.5820951336229516
8.832971928404658e-11,-1.157052179843972e-05,-21198.29242367099,2170.5603673561136,0,0.9980938023216759,53.089819023199205,0.4689809086731234,1.0461479421354953
4.573782345341896e-11,-9.885778355823743e-06,-28740.9461863669,2128.205775416123,1,0.9927230292481175,45.95923377853959,0.43812674657513195,2.501575811989441
1.0919545787029001e-10,-1.0985446334152167e-05,-25545.817565470476,2234.4272308797317,0,0.9977499052925185,44.541837830344605,0.6184453527742705,1.0863305852398055
7.166695455638517e-11,-8.991890954082549e-06,-26197.298248978914,2227.3673258632425,1,0.9978430486897767,41.2329479764645,0.5102469399916622,1.0704051832192776
1.243003615246732e-10,-1.0284362415592015e-05,-26961.21659792963,2134.9881135590927,0,0.9982910753378677,51.45788809557926,0.49979376045440443,1.4535829503484847
1.879601038639054e-10,-1.083521082700137e-05,-23540.447438215117,2188.404647406553,1,0.9988812056882844,50.962971250174384,0.5149748028218128,2.2090178088277215
1.79456292022447e-10,-1.0938575640975626e-05,-25559.928518766847,2265.245588832817,0,0.9929820879766335,54.55903229980936,0.4829205266186599,1.4841246318942514
3.438279233528083e-11,-9.95837440745264e-06,-24964.2123739832,1991.1891390888504,1,0.9941917698122169,47.342351986567614,0.5785109347943007,1.8105696278240957
9.210845696680453e-11,-9.120991714239985e-06,-24472.232294561967,2086.240792766561,0,0.9916721255988958,61.979275079379384,0.4495268101115827,0.5714631974484059
1.230102136974925e-10,-1.0870912180199587e-05,-26454.620936205734,2090.6676798795634,0,0.9975120570299919,54.80800492614434,0.4637828690790232,2.1056964036593353
1.3866037631228095e-10,-8.581204964654152e-06,-22741.24209182122,2232.833810140252,1,0.9953986576563477,47.85516733580197,0.5152433193063213,-0.04638276533020662
1.2527951479957222e-10,-9.353568265137364e-06,-27040.780515022892,2142.924446471421,1,0.9934332083938019,53.40996601365159,0.5467146428527948,1.7225659771002026
7.830866548609252e-11,-9.32213532353799e-06,-23525.225090080203,2172.3081478586546,1,0.9991781755522865,46.257997989207624,0.5310340188162542,1.9857397865365172
4.9231675815673016e-11,-7.388222211576699e-06,-27622.467338026272,2227.176749125679,1,0.9988367068553644,46.674509503553864,0.6360443049585709,0.9415850693738688
1.507869771197352e-10,-1.1074040875013922e-05,-26308.851715982833,2408.979855945149,0,0.9960647611985072,54.133455153356586,0.5032598103068324,1.5475076657835833
7.905474362889447e-11,-1.1657991696133068e-05,-24278.059411192575,2202.164241386344,1,0.991322794577284,49.56596585073113,0.4913934642880659,1.0907008846230966
5.5739285765854166e-11,-1.0524297626455114e-05,-24888.72610856873,2177.578337504114,0,0.997694750926292,50.38826184597934,0.5149180318369033,0.46330593794459063
1.17327243757056e-10,-9.950958155765913e-06,-22901.29637405364,2044.6853006970236,1,0.9923853990874402,48.64604427875173,0.5947878985400108,1.8229457458005873
4.018453510240184e-11,-1.3411086366155697e-05,-22749.85814932122,2103.0566135240742,1,0.9998717129529149,45.03915056056141,0.5613511393005652,1.4820929583940419
9.329411899217826e-11,-9.282350351063318e-06,-26033.075160465938,2434.887230051484,0,0.9920073758107772,57.011470881484335,0.5555782935234067,0.872344635545539
1.1122377753869367e-10,-1.0779928538340172e-05,-24177.719908280716,2276.3983010360676,0,0.9921146497338315,47.69748985869218,0.510926799691372,0.9486036681401385
1.1814994431925743e-10,-1.0807406681507435e-05,-22573.75738491363,2161.8546712356,1,0.9979986734869086,45.363273452578376,0.5875947714692078,1.7365423290072455
6.381852041629306e-11,-9.752195637799242e-06,-25900.182079319926,2258.411156444045,0,0.9936617977969805,57.77081749392987,0.555768038200907,0.5158855308426629
1.0456455183925918e-10,-9.608907693495836e-06,-25339.727838880197,2044.9740073749406,0,0.9952312275343298,50.77653919562563,0.5321926080492607,1.4146180461468798
6.019085653714859e-11,-7.256575133974355e-06,-24810.096044947793,2339.0017660136846,0,0.9954275868425402,51.31051504050487,0.5544375842545736,2.6057886364591702
1.094985270714934e-10,-1.0359316432638578e-05,-24257.86361266446,2174.1369975228968,1,0.9898383426937991,53.795315550874484,0.4723858245516708,1.7674099809997421
1.071237294600595e-10,-1.0284187477571941e-05,-29751.47182317817,2247.3442868710017,1,0.9921036920198378,47.2425238080235,0.5633279304497838,1.4316736267523276
1.0937470951758073e-10,-9.29367168303869e-06,-22872.942321454866,2447.673690261403,1,0.9921326145639087,44.2914658998122,0.5198406176644175,1.978519953092114
8.837521520495954e-11,-1.0422684696273148e-05,-27511.984610481795,2168.2082974922228,0,0.9947951529467823,57.83673587526771,0.47059624172293024,1.628843832461614
7.140618633432429e-11,-1.1146557773835387e-05,-25902.346651008218,1946.4859015474026,1,0.9921588632287708,50.620119991508545,0.5660671109270711,1.041788457882575
1.3751359545838657e-10,-1.2040335471597406e-05,-22980.35180103895,2168.478803564289,0,0.9979237413296402,61.600019400901,0.4513194566732309,1.796076139458534
1.2616361571447222e-10,-1.0436430649822909e-05,-24841.715783435597,2145.2658491729326,1,0.9931300103962575,46.84541916529369,0.5858892142719024,2.0199348022173
1.2427466039533255e-10,-8.657373932615297e-06,-25567.340849221986,2151.0711333972786,1,0.9988920856005864,45.820455688111636,0.4314019950209689,2.010123488622189
9.612515450042549e-11,-8.750653544245242e-06,-25751.229358532277,2165.269210470115,1,0.9994435301432939,47.5922250493672,0.5367428393155711,1.0530737646631987
1.0414572161014397e-10,-1.2627538848081696e-05,-23734.70234664059,2256.073924514705,0,0.9988368654989231,56.11398053601047,0.5228417113024174,0.21336352113599297
4.186985508038036e-11,-9.774856743425822e-06,-28881.19486953967,2190.824531451265,0,0.9969431102187255,52.470523294540115,0.5280431302253079,0.6302372600218773
1.1164134480185642e-10,-9.37441236184211e-06,-25991.9938833387,2141.5016550968044,1,0.9950779495364455,47.83843005312279,0.6083397695133551,2.5085458062741752
7.515236509622744e-11,-8.00529545299202e-06,-24384.07300612011,2307.9830833537753,1,0.9923577465320161,45.10692792088049,0.5549890810237759,2.1113200338900637
1.0121449945885317e-10,-8.545786270367122e-06,-27133.628400510923,2155.7842456706644,0,0.9950469978892582,55.90121225803938,0.52436728986799,0.8942911144593634
-1.6857099272063836e-11,-9.974050181969253e-06,-24180.41202896828,2324.6175493449355,1,0.9926701401651168,52.24510823650796,0.5258766726834146,0.9019193396961762
4.613519622418725e-11,-1.0388000161841363e-05,-20944.90311572245,2076.388571856354,0,0.9987171227218081,53.12315780013533,0.5322723795386101,1.000472321278615
1.0901818822912689e-10,-9.318312003859807e-06,-24049.46682365285,2092.209745707227,1,0.9909400108640499,48.57514821386856,0.5675636980165587,1.6221637789479724
5.462042007323992e-11,-1.0304206163921535e-05,-26182.111038584735,2178.6052477553853,1,0.9942009271081109,51.78117771804577,0.5292095765819911,1.775583499943625
1.3766786444323422e-10,-7.197641828560245e-06,-24192.966840645815,2253.37354208699,0,0.9929510730375694,54.557304240209305,0.6311509449551249,1.7643472279646255
1.5586744278407304e-10,-1.0693002277667452e-05,-24573.788974881612,2272.462702678307,0,0.9923287252351961,55.12879592947171,0.45644178358852644,0.7173462620369075
1.383871075343518e-11,-8.948475358556415e-06,-21928.708773751732,2232.7899965263446,1,0.9985142258689415,47.548247382637605,0.49046905932400287,0.5747922778733769
1.3931252620555969e-10,-1.265641480680234e-05,-24157.77144416982,2498.656756532291,1,0.99517994291382,50.77412210950729,0.5564614320132379,1.3137672847617248
1.1390887830466779e-10,-1.0297708402894828e-05,-24774.21122777079,2337.346836798216,0,0.9906937312709098,53.262817440933695,0.5726694498281909,2.025374439979371
