x0,vx0,y0,vy0,m,Q,Bz,Ex,Ey,particle
0.0,52.74736753429837,0.5564884215325632,1.783979317941479,8.144378228232795e-05,8.608877889466616e-11,-9.425946501629977e-06,-23125.51348637988,2197.07356754455,0.0
0.0,49.87416830860525,0.6292365148503412,0.49496594843742137,7.09138860320691e-05,1.1893609877504248e-10,-9.190880088074632e-06,-26889.77663011463,2109.0768889205474,0.0
0.0,46.41374456803493,0.6406577626938783,-0.14313354282992696,0.0001566105825879574,-7.68299386899497e-12,-1.0857228334245733e-05,-21057.731311204392,2137.313773193832,1.0
0.0,46.02420785874894,0.5456925353822532,2.251681002366588,0.00016560389129421924,-1.0478774769456357e-11,-8.164303544943736e-06,-26254.30863417566,2271.6572806503186,1.0
0.0,53.393136983485,0.5129393676921418,1.03843571894813,5.157721222578502e-05,9.198690899913652e-11,-1.2130628327965626e-05,-24331.61987915288,2228.827264055154,0.0
0.0,56.57708018057242,0.46522353612134426,1.9277361605654666,7.923181531418216e-05,5.5788643822273875e-11,-9.923166115089645e-06,-24675.818640590936,2239.036498007443,0.0
0.0,50.35265511383964,0.4620585136209562,1.1781186750792008,7.254355447639543e-05,1.4497745368764984e-10,-1.0874682946669264e-05,-26795.43000325375,2215.581629402866,0.0
0.0,57.207027889752766,0.4889281305116605,0.6575387847565937,0.00010860060095398368,8.697154441746786e-11,-1.0485163549918727e-05,-26696.679619840143,2272.8701557148515,0.0
0.0,44.776345338134455,0.5287094154477001,0.8431266539292585,6.327420669001552e-05,1.0799641722808446e-10,-9.524763063053164e-06,-25537.933151982616,2380.570833827477,1.0
0.0,45.288643698219246,0.508272649927562,2.7734105102026274,9.450002996061291e-05,5.6079097977858816e-11,-1.1486490446172242e-05,-22609.21186539512,2329.145420789164,1.0
0.0,61.80256886027327,0.547584310585785,1.0605515860740862,9.286001085045639e-05,1.199819518555729e-10,-1.228638015079503e-05,-26268.600042832037,2315.539965902984,0.0
0.0,50.61280621261585,0.6099582377050894,1.8425310450612575,5.933879853807023e-05,9.291063749646627e-11,-9.72229399397999e-06,-28363.10880711032,2308.0261834007174,1.0
0.0,50.324963474483106,0.45050702039158846,1.982103406530717,9.97966081071896e-05,2.9029599025458147e-11,-8.650485107979567e-06,-26408.526403810014,2143.7425264379362,1.0
0.0,57.79845850755627,0.47387046852043646,1.5316144995815424,0.00010284310071084311,7.365235596572779e-11,-1.1794155922598576e-05,-25263.60846193021,2248.3552628836537,0.0
0.0,45.61532581639943,0.49694019584921856,1.3400786005306586,0.00014054185126926184,9.777913005599908e-11,-9.507091972508869e-06,-24448.579672494525,2148.490693543946,1.0
0.0,50.83572856663586,0.5281663093866726,1.062579045603687,0.00011412693426340111,1.2059358908004437e-10,-9.835190821134693e-06,-23350.188867676472,2224.917022953747,1.0
0.0,56.005408129223454,0.50269166327224,0.9389928775632453,7.662830603254441e-05,9.163162098421413e-11,-7.667063742178798e-06,-22837.797311824495,2390.9862092080502,0.0
0.0,49.05610372752498,0.3640574965465374,1.7320006188062955,0.00011299193700532717,1.2647842844683158e-10,-9.024021299728795e-06,-26193.55607880092,2126.750830965851,1.0
0.0,49.12267172973375,0.4045807567551863,1.5327666438177758,8.368120239150578e-05,7.668820730303182e-11,-8.332387346544683e-06,-24799.418374031917,2190.580320323619,1.0
0.0,59.03229887344909,0.5935211983540403,1.5953922692637807,8.908406218814118e-05,1.189896515409901e-10,-1.0102770207327422e-05,-27390.692289180497,2165.898979479438,0.0
0.0,38.947388079301966,0.473970494402334,0.453827634481377,5.458159169051424e-05,7.322433549243668e-11,-1.1718855376917621e-05,-24547.448203647622,2202.1830406978056,0.0
0.0,54.741090805477505,0.5872431523328931,1.9933733351782106,0.00011727813514648076,9.134054906480251e-11,-1.034816157430725e-05,-26176.78164454084,2077.210345932631,0.0
0.0,46.584326669735304,0.6304165127670792,2.6389455591449744,0.00011625532113986115,3.11817118575707e-11,-9.226244580854013e-06,-24723.68897161452,2138.774517513328,1.0
0.0,48.3446056176247,0.6051422620855254,1.3030838760498527,6.336556035677262e-05,1.4296486289400305e-10,-9.317048519613485e-06,-30054.196431970537,2247.407418148298,0.0
0.0,47.52023941476122,0.5034127310123756,2.6910502162932,4.518545221011747e-05,2.4535971823360053e-11,-9.707393250199123e-06,-22722.790695201336,2216.611184278263,1.0
0.0,45.86734282151638,0.5280501782949119,1.9928207937108509,0.00015797242828070887,2.958710320420649e-11,-1.2373288520425643e-05,-24909.83073800199,2266.6221714061894,1.0
0.0,50.80714513982703,0.4129227222310888,1.5205031538836635,5.889833236434873e-05,7.683990190679517e-11,-1.0454743457829107e-05,-21708.24037298619,2232.401324956507,0.0
0.0,44.55752403566359,0.501354532585747,1.8626307231364578,4.710893626631599e-05,-5.724698102816583e-12,-8.800753392088885e-06,-21400.853151977826,2119.4283906326195,1.0
0.0,51.6679010267575,0.46926174343099847,0.9127448811433665,9.869992673044839e-05,1.5993897932174356e-10,-8.433136068238073e-06,-28887.411081939845,2153.9655224880166,0.0
0.0,49.414688887137004,0.5462579761702142,0.36330316802570206,7.405873486119355e-05,1.0537317595937961e-10,-1.05370744508961e-05,-22118.648028915548,2232.220847057411,0.0
0.0,44.34921355781359,0.528738707321633,2.230140506054791,0.00012869394040412928,7.520773203439289e-11,-1.0905429073938793e-05,-23712.867272273197,2251.9629531661167,1.0
0.0,47.96890078752933,0.44645944313151836,2.5759128313246418,9.61266548956981e-05,6.557002178547873e-11,-1.0085769966345984e-05,-25914.07050189458,2284.3890055558663,1.0
0.0,57.01422027172105,0.4837365367669238,1.8412665181484857,5.9992768380285245e-05,1.4259076152416136e-10,-1.0343980016482209e-05,-21576.090269172604,2063.133994636382,0.0
0.0,55.07650564991913,0.502298123621331,1.6697767466995699,8.139379191993235e-05,3.1061509105453313e-11,-1.1414730408867633e-05,-27980.46450033821,2290.5504341008536,0.0
0.0,48.479019003025535,0.49702022032175946,1.2794360208939324,5.573398771892676e-05,1.333579785372647e-10,-7.79089424025409e-06,-25286.17091831729,2251.742901198419,0.0
0.0,60.96132979271971,0.39561911690178037,1.769409423335532,8.114888326286374e-05,8.767288751132703e-11,-8.80390629541367e-06,-24505.359157975145,2048.4875880220557,0.0
0.0,47.05656727350244,0.49267222540721217,1.0370340984472137,6.80576408214622e-05,5.6183699868530114e-11,-9.541373760779861e-06,-26220.452574688545,2183.626608905099,1.0
0.0,42.31667692056235,0.6292950217121676,1.6608811044901148,0.00010941876346603242,7.045498931751777e-11,-1.2493930783369969e-05,-23532.622428437902,2245.0160880719172,1.0
0.0,63.407928667242246,0.5225505962278214,1.3582938721787579,7.068530218638902e-05,1.360211676899724e-10,-8.664559109522327e-06,-28741.020401430138,2087.608567501239,0.0
0.0,52.614373468432085,0.5681113656433713,2.350736480110734,0.00010450007481288875,8.356013511009715e-11,-1.031470283144322e-05,-24760.509346677103,2020.1458296299522,1.0
0.0,51.397138281600384,0.529753005260403,1.489457827006644,9.42232205622044e-05,1.4094826369145772e-10,-9.39841655273254e-06,-23596.130231303345,2303.158915018273,0.0
0.0,49.63699615325012,0.46985961137080307,2.780968910792001,0.00018244264171774033,8.392919996148795e-11,-9.542159574041387e-06,-24212.222282560688,2184.621878360046,1.0
0.0,52.65596641724224,0.5430125708324247,1.8046643341571615,7.953300023540325e-05,1.7577140248226085e-10,-8.656939753478751e-06,-28371.72324850539,2147.6969621755134,1.0
0.0,50.44728171948524,0.4461158532495234,2.784560726238114,8.363418742844548e-05,-3.3122039637903476e-11,-1.0838787569454999e-05,-25084.16648346319,2330.8860239120872,1.0
0.0,51.70551097245488,0.458091316143973,1.5009734310095508,6.290632346597193e-05,7.497172631858662e-11,-9.405884453165363e-06,-21628.348861464634,2027.3082472365372,1.0
0.0,52.35729125078026,0.46105258495149526,3.3374023956941494,0.00014910424618945565,1.412873470709315e-11,-8.134624218248118e-06,-25301.41884844991,2363.1598535412318,1.0
0.0,48.15264251671737,0.49576277965798793,2.3942212161870575,0.0001332588212605059,1.0659434674716153e-10,-9.862751105066567e-06,-25169.54842112606,2288.236187119737,1.0
0.0,51.9387838094823,0.48113682854998685,0.10475023872018063,-2.754556060843738e-06,1.3295998497117812e-10,-9.143510206995078e-06,-22854.321459649032,2101.6180888860295,1.0
0.0,45.58607461929689,0.47923128091335493,2.0824270100039732,0.00017031647974984407,1.2142808476819508e-10,-7.665376764575685e-06,-30935.158296927602,2106.03416786073,1.0
0.0,52.779210618728506,0.553947154443264,1.5769370517088614,6.876368258495162e-05,1.5042227336809578e-10,-1.0711527971573965e-05,-26452.22987663618,2018.972581483588,0.0
0.0,46.14863889392947,0.4425937770283225,2.2319883253151604,0.00016555863128655212,6.58081679916736e-11,-8.153972964626603e-06,-24416.90464413596,2264.166553556619,1.0
0.0,53.7426271345868,0.45649704660681484,2.1077549531973383,4.449940657579346e-05,4.680492283878786e-11,-8.67181647702157e-06,-21268.503474313748,2247.1794488681576,0.0
0.0,47.61719807722396,0.544866480410408,2.5820490829339575,0.00018466273183379283,1.84521890293277e-10,-1.0793045121668339e-05,-21180.458800424516,2194.563737301693,1.0
0.0,53.090372713149264,0.44931386028522813,1.0460912480661468,6.357683995251079e-05,8.832971928404658e-11,-1.157052179843972e-05,-21198.29242367099,2170.5603673561136,0.0
0.0,45.9595652259157,0.38409297410025095,2.5015512690180675,8.566742667632222e-05,4.573782345341896e-11,-9.885778355823743e-06,-28740.9461863669,2128.205775416123,1.0
0.0,44.54297514220167,0.5941126618157553,1.0862311074847582,5.4940528356371023e-05,1.0919545787029001e-10,-1.0985446334152167e-05,-25545.817565470476,2234.4272308797317,0.0
0.0,41.23341968384762,0.48434361983886315,1.0703650773426276,9.632037096500372e-05,7.166695455638517e-11,-8.991890954082549e-06,-26197.298248978914,2227.3673258632425,1.0
0.0,51.458717609355546,0.4715948883817656,1.4535172633256084,7.83772469089489e-05,1.243003615246732e-10,-1.0284362415592015e-05,-26961.21659792963,2134.9881135590927,0.0
0.0,50.96368239148731,0.47167870164927594,2.208951698574009,0.00012194964832117768,1.879601038639054e-10,-1.083521082700137e-05,-23540.447438215117,2188.404647406553,1.0
0.0,54.55987846685366,0.45591014074040165,1.4840496404418342,9.865829513052488e-05,1.79456292022447e-10,-1.0938575640975626e-05,-25559.928518766847,2265.245588832817,0.0
0.0,47.34257847173876,0.5404891622909455,1.8105515629716635,7.958634046054789e-05,3.438279233528083e-11,-9.95837440745264e-06,-24964.2123739832,1991.1891390888504,1.0
0.0,61.97974062048263,0.44038371644885177,0.5714235103929547,7.747026554550731e-05,9.210845696680453e-11,-9.120991714239985e-06,-24472.232294561967,2086.240792766561,0.0
0.0,54.80870463759101,0.42545969773613157,2.1056411065485188,8.464379479935472e-05,1.230102136974925e-10,-1.0870912180199587e-05,-26454.620936205734,2090.6676798795634,0.0
0.0,47.85624205423144,0.5162091782385769,-0.04648828584821785,6.102885116178183e-05,1.3866037631228095e-10,-8.581204964654152e-06,-22741.24209182122,2232.833810140252,1.0
0.0,53.410809082456126,0.5146755370248703,1.7224991656873734,7.473933176703605e-05,1.2527951479957222e-10,-9.353568265137364e-06,-27040.780515022892,2142.924446471421,1.0
0.0,46.258499747115195,0.48814253981361166,1.9856934544489038,7.930546872108979e-05,7.830866548609252e-11,-9.32213532353799e-06,-23525.225090080203,2172.3081478586546,1.0
0.0,46.6747154361998,0.6158945621386888,0.9415684651945531,0.00014131740753318568,4.9231675815673016e-11,-7.388222211576699e-06,-27622.467338026272,2227.176749125679,1.0
0.0,54.13445367256813,0.4747865104104397,1.5474162359982488,7.31016409943824e-05,1.507869771197352e-10,-1.1074040875013922e-05,-26308.851715982833,2408.979855945149,0.0
0.0,49.56631360699725,0.4695797620311997,1.0906693410635153,0.00011038166386120128,7.905474362889447e-11,-1.1657991696133068e-05,-24278.059411192575,2202.164241386344,1.0
0.0,50.388985722332926,0.5057452012701666,0.4632426041500275,3.794590090427411e-05,5.5739285765854166e-11,-1.0524297626455114e-05,-24888.72610856873,2177.578337504114,0.0
0.0,48.6466419062914,0.5576003495741043,1.8228923881118044,9.171882893625901e-05,1.17327243757056e-10,-9.950958155765913e-06,-22901.29637405364,2044.6853006970236,1.0
0.0,45.03938213789939,0.5284489132487671,1.4820715507769673,8.763842396354636e-05,4.018453510240184e-11,-1.3411086366155697e-05,-22749.85814932122,2103.0566135240742,1.0
0.0,57.012365418605,0.5404002247637079,0.8722609690175623,4.7242255197099515e-05,9.329411899217826e-11,-9.282350351063318e-06,-26033.075160465938,2434.887230051484,0.0
0.0,47.698149538791625,0.4911964893451432,0.9485415574587902,8.478966813319175e-05,1.1122377753869367e-10,-1.0779928538340172e-05,-24177.719908280716,2276.3983010360676,0.0
0.0,45.363878682595136,0.5493914778126645,1.736484367042142,9.694816572684926e-05,1.1814994431925743e-10,-1.0807406681507435e-05,-22573.75738491363,2161.8546712356,1.0
0.0,57.771252017346896,0.5468951329159903,0.5158476418220554,6.542817540224761e-05,6.381852041629306e-11,-9.752195637799242e-06,-25900.182079319926,2258.411156444045,0.0
0.0,50.77766769563251,0.5044669868555978,1.4145269736146564,4.601939787466213e-05,1.0456455183925918e-10,-9.608907693495836e-06,-25339.727838880197,2044.9740073749406,0.0
0.0,51.31088566491162,0.5038856236355816,2.605753695395673,7.816758305428546e-05,6.019085653714859e-11,-7.256575133974355e-06,-24810.096044947793,2339.0017660136846,0.0
0.0,53.79580865497327,0.4398658874951169,1.7673657860169891,9.911514897240768e-05,1.094985270714934e-10,-1.0359316432638578e-05,-24257.86361266446,2174.1369975228968,1.0
0.0,47.24354209862772,0.5332635919361118,1.4315967078830951,6.572668032730082e-05,1.071237294600595e-10,-1.0284187477571941e-05,-29751.47182317817,2247.3442868710017,1.0
0.0,44.291803257679646,0.4755221750492357,1.9784838518348262,0.00016611013203162578,1.0937470951758073e-10,-9.29367168303869e-06,-22872.942321454866,2447.673690261403,1.0
0.0,57.83711911854417,0.44258038755250995,1.6288136292151654,0.00010912048987488019,8.837521520495954e-11,-1.0422684696273148e-05,-27511.984610481795,2168.2082974922228,0.0
0.0,50.620580337957854,0.5456483961707812,1.0417538641878394,7.874921330283818e-05,7.140618633432429e-11,-1.1146557773835387e-05,-25902.346651008218,1946.4859015474026,1.0
0.0,61.6004424916472,0.42222334659690414,1.7960362156435208,0.00012099956211897811,1.3751359545838657e-10,-1.2040335471597406e-05,-22980.35180103895,2168.478803564289,0.0
0.0,46.846091249447575,0.5430672116829209,2.019876762780956,9.886166511834433e-05,1.2616361571447222e-10,-1.0436430649822909e-05,-24841.715783435597,2145.2658491729326,1.0
